"","id","match_num","win_num","winning_rate","level"
"3231","oguzkagangurer",5,3,0.6,"level 3"
"3801","shakailham",5,3,0.6,"level 3"
"4571","vladimir-kramnik-1",10,6,0.6,"level 3"
"4601","webkin",5,3,0.6,"level 3"
"2651","mahmoud_safyan",22,13,0.590909090909091,"level 3"
"1311","ducksandcats",29,17,0.586206896551724,"level 3"
"1501","fistiko",12,7,0.583333333333333,"level 3"
"2601","loukas435",12,7,0.583333333333333,"level 3"
"1581","frozen8413",7,4,0.571428571428571,"level 3"
"4761","zhaska",9,5,0.555555555555556,"level 3"
"1051","crraii",29,16,0.551724137931034,"level 3"
"486","artem555",22,12,0.545454545454545,"level 3"
"1312","aimzzz",4,2,0.5,"level 3"
"492","artesano08",4,2,0.5,"level 3"
"641","behrooz36tehran",4,2,0.5,"level 3"
"761","brasid",4,2,0.5,"level 3"
"891","chess_pro_107",4,2,0.5,"level 3"
"911","chesslearningpro",16,8,0.5,"level 3"
"1091","custommods",4,2,0.5,"level 3"
"1171","die_uhr",14,7,0.5,"level 3"
"1201","divu7",4,2,0.5,"level 3"
"1261","docboss",6,3,0.5,"level 3"
"1291","dsom1234",4,2,0.5,"level 3"
"1371","elijahreese",4,2,0.5,"level 3"
"1681","gjdgjdfj",10,5,0.5,"level 3"
"1941","ihsan2424",4,2,0.5,"level 3"
"1981","irispseudonym",8,4,0.5,"level 3"
"2001","isachess",4,2,0.5,"level 3"
"2121","jdbarger",8,4,0.5,"level 3"
"2221","juanma206",6,3,0.5,"level 3"
"2401","konstantindn",4,2,0.5,"level 3"
"2421","kostastop1526",4,2,0.5,"level 3"
"2761","mburch1974",4,2,0.5,"level 3"
"2891","mobin1388",8,4,0.5,"level 3"
"2971","mr_pablo",4,2,0.5,"level 3"
"2981","mra_py",4,2,0.5,"level 3"
"3121","niagrad",4,2,0.5,"level 3"
"3301","palladio",4,2,0.5,"level 3"
"3351","paulorojas",24,12,0.5,"level 3"
"3412","popabear",4,2,0.5,"level 3"
"3511","reza-kondazi",4,2,0.5,"level 3"
"3641","saladrocket",4,2,0.5,"level 3"
"3681","sarthakmanna",8,4,0.5,"level 3"
"3851","siinaa",4,2,0.5,"level 3"
"3891","sinasepehr",4,2,0.5,"level 3"
"3931","slon-al",4,2,0.5,"level 3"
"4071","striker123",8,4,0.5,"level 3"
"4091","sudebala",4,2,0.5,"level 3"
"4301","totonut",10,5,0.5,"level 3"
"4451","vanirof",6,3,0.5,"level 3"
"4681","y_d",4,2,0.5,"level 3"
"480","zixi52",4,2,0.5,"level 3"
"1491","fischerdipper",23,11,0.478260869565217,"level 3"
"731","blazingdragon",11,5,0.454545454545455,"level 3"
"1012","cracking12345",9,4,0.444444444444444,"level 3"
"3901","sjeiben",9,4,0.444444444444444,"level 3"
"4311","trashmaster",9,4,0.444444444444444,"level 3"
"4541","vinxitv",9,4,0.444444444444444,"level 3"
"3311","ammanian",14,6,0.428571428571429,"level 3"
"751","bontakriks",7,3,0.428571428571429,"level 3"
"2691","marik1914",7,3,0.428571428571429,"level 3"
"3531","rubikstein",7,3,0.428571428571429,"level 3"
"3612","anastasia2009",12,5,0.416666666666667,"level 3"
"3721","saviter",34,14,0.411764705882353,"level 3"
"661","bekzodjon",10,4,0.4,"level 3"
"671","benedictine",5,2,0.4,"level 3"
"1021","crax_is_bax",5,2,0.4,"level 3"
"2301","karmaboanil",5,2,0.4,"level 3"
"3812","sharkey101",5,2,0.4,"level 3"
"4501","victorbrz",10,4,0.4,"level 3"
"3371","peterqiu",8,3,0.375,"level 3"
"3512","anakgreget",22,8,0.363636363636364,"level 3"
"3621","sagansaxo",11,4,0.363636363636364,"level 3"
"481","zoro94",14,5,0.357142857142857,"level 3"
"612","achikotetunashvili",3,1,0.333333333333333,"level 3"
"912","aga41_mail-ru",3,1,0.333333333333333,"level 3"
"1711","albertocdj",3,1,0.333333333333333,"level 3"
"2612","alpay",3,1,0.333333333333333,"level 3"
"3112","amirhossein2014",3,1,0.333333333333333,"level 3"
"3212","amithchess",3,1,0.333333333333333,"level 3"
"4711","arrchess",3,1,0.333333333333333,"level 3"
"562","azizhoca",3,1,0.333333333333333,"level 3"
"631","basakcesur",3,1,0.333333333333333,"level 3"
"651","beka66",3,1,0.333333333333333,"level 3"
"771","brko61",3,1,0.333333333333333,"level 3"
"851","capablanca93",3,1,0.333333333333333,"level 3"
"921","chessmolester",3,1,0.333333333333333,"level 3"
"1081","curry117",3,1,0.333333333333333,"level 3"
"1211","djlambton",3,1,0.333333333333333,"level 3"
"1251","dnowchess",3,1,0.333333333333333,"level 3"
"1331","ebrish",3,1,0.333333333333333,"level 3"
"1361","eldiablo5",3,1,0.333333333333333,"level 3"
"1512","fl0yd",3,1,0.333333333333333,"level 3"
"1591","fsv",3,1,0.333333333333333,"level 3"
"1741","gunsti",3,1,0.333333333333333,"level 3"
"1781","hannibal66",3,1,0.333333333333333,"level 3"
"1812","hightwaytohell",3,1,0.333333333333333,"level 3"
"1871","hungcuong",3,1,0.333333333333333,"level 3"
"1881","hunnyman",3,1,0.333333333333333,"level 3"
"1971","ilyadjscjd",3,1,0.333333333333333,"level 3"
"2061","japcan",3,1,0.333333333333333,"level 3"
"2151","jg2017",9,3,0.333333333333333,"level 3"
"2161","jhonwalter",3,1,0.333333333333333,"level 3"
"2171","joe65",3,1,0.333333333333333,"level 3"
"2271","kam49",3,1,0.333333333333333,"level 3"
"2312","katerina1965",3,1,0.333333333333333,"level 3"
"2341","kevchod",3,1,0.333333333333333,"level 3"
"2481","larodash2013",3,1,0.333333333333333,"level 3"
"2661","mailsupriya",3,1,0.333333333333333,"level 3"
"2881","mikan25b",3,1,0.333333333333333,"level 3"
"3071","nadir123",3,1,0.333333333333333,"level 3"
"3201","oamora",3,1,0.333333333333333,"level 3"
"3312","pankr",3,1,0.333333333333333,"level 3"
"3321","papa10",3,1,0.333333333333333,"level 3"
"3381","phriidbst",3,1,0.333333333333333,"level 3"
"3501","renelara",3,1,0.333333333333333,"level 3"
"3571","s7serg",3,1,0.333333333333333,"level 3"
"3591","sadlittleturtle",9,3,0.333333333333333,"level 3"
"3712","savasmarecelyap",3,1,0.333333333333333,"level 3"
"4291","tossinov",3,1,0.333333333333333,"level 3"
"4331","trois0",3,1,0.333333333333333,"level 3"
"4351","ttbabb",3,1,0.333333333333333,"level 3"
"4521","vineetg101",3,1,0.333333333333333,"level 3"
"4581","vladimirzozulya1500",6,2,0.333333333333333,"level 3"
"4691","yakov123",3,1,0.333333333333333,"level 3"
"4701","yarbis",3,1,0.333333333333333,"level 3"
"4781","zhilenkov",3,1,0.333333333333333,"level 3"
"1121","darobertson",13,4,0.307692307692308,"level 3"
"1401","eraldii",7,2,0.285714285714286,"level 3"
"4512","victress",7,2,0.285714285714286,"level 3"
"4591","wall-of-shields",7,2,0.285714285714286,"level 3"
"2101","2700172",11,3,0.272727272727273,"level 3"
"1411","ajps17",4,1,0.25,"level 3"
"2012","alex_anaua",4,1,0.25,"level 3"
"2111","alexanderar1977",4,1,0.25,"level 3"
"2411","alfredo17",4,1,0.25,"level 3"
"502","ashishbarda",4,1,0.25,"level 3"
"532","ayman78",4,1,0.25,"level 3"
"681","benuard",4,1,0.25,"level 3"
"1301","duckduckcow",8,2,0.25,"level 3"
"1381","elvispy65",4,1,0.25,"level 3"
"1651","generationx",4,1,0.25,"level 3"
"1712","greybeard23",4,1,0.25,"level 3"
"1791","hansdampf",4,1,0.25,"level 3"
"2112","jbosch",4,1,0.25,"level 3"
"2181","jomax100",4,1,0.25,"level 3"
"2261","kaji_djagal",4,1,0.25,"level 3"
"2331","kerilka",8,2,0.25,"level 3"
"2491","laughingman22",4,1,0.25,"level 3"
"2681","mansoor_k11",4,1,0.25,"level 3"
"3061","mvl9000",4,1,0.25,"level 3"
"3091","napoleon22",4,1,0.25,"level 3"
"3601","saeed65",4,1,0.25,"level 3"
"3751","selami011235",4,1,0.25,"level 3"
"4221","thegreatman06",4,1,0.25,"level 3"
"4231","thehutchtouch",4,1,0.25,"level 3"
"4661","xinos",4,1,0.25,"level 3"
"4741","yyo",4,1,0.25,"level 3"
"1111","dahabi",9,2,0.222222222222222,"level 3"
"552","az_99",5,1,0.2,"level 3"
"622","baranornarli",5,1,0.2,"level 3"
"1181","dimitris22",5,1,0.2,"level 3"
"2412","koryakinrus",5,1,0.2,"level 3"
"2701","mariobb",5,1,0.2,"level 3"
"2741","mastersalomon",10,2,0.2,"level 3"
"2931","monah11",5,1,0.2,"level 3"
"3191","o-king-o",5,1,0.2,"level 3"
"3221","ogeldi",5,1,0.2,"level 3"
"3521","rtcxks",5,1,0.2,"level 3"
"4461","vares",10,2,0.2,"level 3"
"1161","derspiegel",16,3,0.1875,"level 3"
"3912","antons",12,2,0.166666666666667,"level 3"
"3181","nullbyte",6,1,0.166666666666667,"level 3"
"3841","shoshonte",6,1,0.166666666666667,"level 3"
"4712","yazeed_bani_saleem",6,1,0.166666666666667,"level 3"
"4491","vchess4",8,1,0.125,"level 3"
"2721","masquerade",10,1,0.1,"level 3"
"3971","solidchess_hehe",30,3,0.1,"level 3"
"2102","javi_r",12,1,0.0833333333333333,"level 3"
"1912","ianremsen",18,1,0.0555555555555556,"level 3"
"1112","ahmetrasay",3,0,0,"level 3"
"1212","aidenleahycrooks",4,0,0,"level 3"
"2812","alwi",4,0,0,"level 3"
"4312","arda2828",9,0,0,"level 3"
"4412","aridaybordon",6,0,0,"level 3"
"522","axela",3,0,0,"level 3"
"613","balash",4,0,0,"level 3"
"691","berkaybahadr",3,0,0,"level 3"
"741","bobbytal",4,0,0,"level 3"
"781","brunozaurus",3,0,0,"level 3"
"801","cachocarpi",3,0,0,"level 3"
"821","cakmakfevzi2012",4,0,0,"level 3"
"831","campionesv",4,0,0,"level 3"
"941","chevere17",4,0,0,"level 3"
"971","claner",3,0,0,"level 3"
"991","cosqun588",3,0,0,"level 3"
"1031","cris36",6,0,0,"level 3"
"1061","cuazar",3,0,0,"level 3"
"1131","dboenn",3,0,0,"level 3"
"1241","dlermahuy",3,0,0,"level 3"
"1321","easydoor",4,0,0,"level 3"
"1341","ed84",6,0,0,"level 3"
"1391","emis2004",3,0,0,"level 3"
"1412","ericksn",5,0,0,"level 3"
"1421","evolutionrus",4,0,0,"level 3"
"1471","feykinecevapalanadam",3,0,0,"level 3"
"1551","franckonjar",3,0,0,"level 3"
"1601","gambitsforlife",3,0,0,"level 3"
"1612","gasdvbn",4,0,0,"level 3"
"1661","ggcarmelo",3,0,0,"level 3"
"1751","gustavious",3,0,0,"level 3"
"1771","hakanclkrs",3,0,0,"level 3"
"1801","hercule-poivrot",3,0,0,"level 3"
"1821","hisokaxhunter",6,0,0,"level 3"
"1841","howdoichess96",10,0,0,"level 3"
"1851","humb",3,0,0,"level 3"
"1891","huntermind",4,0,0,"level 3"
"2081","jarkon",3,0,0,"level 3"
"2141","jfroysa",3,0,0,"level 3"
"2231","juansnow",5,0,0,"level 3"
"2251","justinlew99",3,0,0,"level 3"
"2321","kaushik007",3,0,0,"level 3"
"2351","kiasar",3,0,0,"level 3"
"2521","leoilan",3,0,0,"level 3"
"2541","leps000",4,0,0,"level 3"
"2591","livia_dq1",4,0,0,"level 3"
"2621","lukarpov",17,0,0,"level 3"
"2751","maumau62",3,0,0,"level 3"
"2841","michaelfield",3,0,0,"level 3"
"2851","michal007",3,0,0,"level 3"
"2901","mohahakel",3,0,0,"level 3"
"2961","mouhieddine",5,0,0,"level 3"
"3021","msexeter",3,0,0,"level 3"
"3051","mussomarco",3,0,0,"level 3"
"3171","not-cheating",4,0,0,"level 3"
"3261","omid163",4,0,0,"level 3"
"3281","pablopereyra",4,0,0,"level 3"
"3341","pauld",3,0,0,"level 3"
"3451","ramin741",5,0,0,"level 3"
"3461","ramonsantana44",3,0,0,"level 3"
"3481","regaguay",3,0,0,"level 3"
"3691","sasha046",3,0,0,"level 3"
"3701","satanrogue99",4,0,0,"level 3"
"3731","seba71974",3,0,0,"level 3"
"3761","sergiokumic",5,0,0,"level 3"
"3861","siltru28",3,0,0,"level 3"
"3981","solidity_1",3,0,0,"level 3"
"4031","srinathpads",4,0,0,"level 3"
"4041","srki_kv",3,0,0,"level 3"
"4112","sunwatair57",3,0,0,"level 3"
"4151","talal70",3,0,0,"level 3"
"4181","tennae",3,0,0,"level 3"
"4251","thorfabian",4,0,0,"level 3"
"4361","turkchessboy123",3,0,0,"level 3"
"4561","vlada555",3,0,0,"level 3"
"4621","wikiplayschess",7,0,0,"level 3"
"4631","wilfree",3,0,0,"level 3"
"4751","zeljko54",3,0,0,"level 3"
"3103","allwind",4,4,1,"level 4"
"1313","berder",3,3,1,"level 4"
"2113","cadaca1",4,4,1,"level 4"
"2213","camelclutcher",5,5,1,"level 4"
"2713","chesscarl",6,6,1,"level 4"
"3113","chesswithmom",20,20,1,"level 4"
"3213","christina-a-11",4,4,1,"level 4"
"4513","emiliooo",3,3,1,"level 4"
"533","fmshawnrl123",3,3,1,"level 4"
"614","hknight_chess",4,4,1,"level 4"
"652","izzlanfarischess",3,3,1,"level 4"
"682","karlaugust",3,3,1,"level 4"
"732","kingscrusher-youtube",5,5,1,"level 4"
"862","martineden11",3,3,1,"level 4"
"892","mauornelas",5,5,1,"level 4"
"913","maxwell_can",3,3,1,"level 4"
"952","mmichael",3,3,1,"level 4"
"1032","narges123",5,5,1,"level 4"
"1132","petarbosnjak",4,4,1,"level 4"
"1162","raman1",3,3,1,"level 4"
"1182","rb52",3,3,1,"level 4"
"1222","riverside_monkey",3,3,1,"level 4"
"1252","runcrazex",4,4,1,"level 4"
"1262","sailor7",4,4,1,"level 4"
"1272","sansthecomic",3,3,1,"level 4"
"1314","siindbad",6,6,1,"level 4"
"1332","smilsydov",5,5,1,"level 4"
"1362","sorin_256",3,3,1,"level 4"
"1552","urizk",3,3,1,"level 4"
"1613","wilinski_28",3,3,1,"level 4"
"1642","yonaltimur",3,3,1,"level 4"
"1652","youngmoney2299",3,3,1,"level 4"
"1662","yura1204",3,3,1,"level 4"
"1672","zugaddict",3,3,1,"level 4"
"3813","doraemon61",27,26,0.962962962962963,"level 4"
"813","lzchips",26,24,0.923076923076923,"level 4"
"563","gqueen",9,8,0.888888888888889,"level 4"
"487","amayak",8,7,0.875,"level 4"
"713","anejbegunje",6,5,0.833333333333333,"level 4"
"553","gmanderson",6,5,0.833333333333333,"level 4"
"772","lebeast101",6,5,0.833333333333333,"level 4"
"814","aqwert",5,4,0.8,"level 4"
"1713","boberarena",5,4,0.8,"level 4"
"792","lifeandstuff",5,4,0.8,"level 4"
"842","mandre",5,4,0.8,"level 4"
"1213","ridics",5,4,0.8,"level 4"
"1282","sazed",5,4,0.8,"level 4"
"1322","singyoursong42",5,4,0.8,"level 4"
"722","kilgour22",4,3,0.75,"level 4"
"1103","oggy04",4,3,0.75,"level 4"
"1172","ranko898",4,3,0.75,"level 4"
"1242","rps_1899",4,3,0.75,"level 4"
"1492","traced",8,6,0.75,"level 4"
"752","laode_syahril",14,10,0.714285714285714,"level 4"
"1152","raesremmurd",7,5,0.714285714285714,"level 4"
"1532","unicornz",7,5,0.714285714285714,"level 4"
"1913","bosspotato",10,7,0.7,"level 4"
"1472","tori92",20,14,0.7,"level 4"
"514","anand888",3,2,0.666666666666667,"level 4"
"1513","bishopson",3,2,0.666666666666667,"level 4"
"2313","cessanz06",3,2,0.666666666666667,"level 4"
"3313","cjajr",3,2,0.666666666666667,"level 4"
"3613","danny77",9,6,0.666666666666667,"level 4"
"3713","diskotka",3,2,0.666666666666667,"level 4"
"4013","dsom1234",3,2,0.666666666666667,"level 4"
"4313","eie24",3,2,0.666666666666667,"level 4"
"4413","elvis1997",6,4,0.666666666666667,"level 4"
"493","fantasticthinking",3,2,0.666666666666667,"level 4"
"503","federermagic01",3,2,0.666666666666667,"level 4"
"632","indro4378",3,2,0.666666666666667,"level 4"
"762","larden",3,2,0.666666666666667,"level 4"
"782","lichessfiend",3,2,0.666666666666667,"level 4"
"802","lonliness",3,2,0.666666666666667,"level 4"
"852","mardavij1",3,2,0.666666666666667,"level 4"
"882","mate96",3,2,0.666666666666667,"level 4"
"942","miroslav1948",3,2,0.666666666666667,"level 4"
"1092","odxaan",3,2,0.666666666666667,"level 4"
"1142","radiomaryjak",3,2,0.666666666666667,"level 4"
"1202","revhas",3,2,0.666666666666667,"level 4"
"1342","smm1347",3,2,0.666666666666667,"level 4"
"1452","tomsawyer2112",3,2,0.666666666666667,"level 4"
"1582","vevo57",3,2,0.666666666666667,"level 4"
"3913","drmoeller",5,3,0.6,"level 4"
"515","felipe_freires",5,3,0.6,"level 4"
"1042","nesa10",5,3,0.6,"level 4"
"1592","waltersafarian",5,3,0.6,"level 4"
"902","maximillian_08",14,8,0.571428571428571,"level 4"
"982","moistvonlipwig",14,8,0.571428571428571,"level 4"
"1122","pavelsps",9,5,0.555555555555556,"level 4"
"2613","chessbuzz17",6,3,0.5,"level 4"
"3513","cuxhaven",6,3,0.5,"level 4"
"4113","e6d4",14,7,0.5,"level 4"
"692","kferapont",10,5,0.5,"level 4"
"1082","oceanicharvest",10,5,0.5,"level 4"
"1402","superhero098",32,16,0.5,"level 4"
"1482","total_chess",4,2,0.5,"level 4"
"2413","chess-brahs",62,30,0.483870967741935,"level 4"
"642","itsmagic",7,3,0.428571428571429,"level 4"
"872","mastersalomon",21,9,0.428571428571429,"level 4"
"1422","thebadfish",33,14,0.424242424242424,"level 4"
"2513","chessbro47",5,2,0.4,"level 4"
"1022","mysterious_expert",5,2,0.4,"level 4"
"1542","unrim",5,2,0.4,"level 4"
"2103","ahmad909",3,1,0.333333333333333,"level 4"
"914","artykom",3,1,0.333333333333333,"level 4"
"2813","chessmageddon",9,3,0.333333333333333,"level 4"
"4213","edwmpg",3,1,0.333333333333333,"level 4"
"523","fisheraitak",3,1,0.333333333333333,"level 4"
"922","milancuruvija",3,1,0.333333333333333,"level 4"
"932","mindworm",3,1,0.333333333333333,"level 4"
"1002","morteza0088996655",3,1,0.333333333333333,"level 4"
"1072","nulozechecs",6,2,0.333333333333333,"level 4"
"1292","sergeypolozhiev",6,2,0.333333333333333,"level 4"
"1382","st2orm",3,1,0.333333333333333,"level 4"
"1392","stirlits",3,1,0.333333333333333,"level 4"
"1432","thorium232",3,1,0.333333333333333,"level 4"
"1462","tops123",3,1,0.333333333333333,"level 4"
"1572","vanraj",3,1,0.333333333333333,"level 4"
"1602","wardsstone",3,1,0.333333333333333,"level 4"
"1632","yht",3,1,0.333333333333333,"level 4"
"742","klip98",7,2,0.285714285714286,"level 4"
"1232","roman12342005",7,2,0.285714285714286,"level 4"
"1302","shiwen",14,4,0.285714285714286,"level 4"
"1113","oso_bucholz",11,3,0.272727272727273,"level 4"
"1413","bert9999",4,1,0.25,"level 4"
"4713","ethanhxyz829",4,1,0.25,"level 4"
"583","habboush",4,1,0.25,"level 4"
"1192","renanreis",4,1,0.25,"level 4"
"1522","udav202",4,1,0.25,"level 4"
"615","andrei70ster",5,1,0.2,"level 4"
"1614","bobc",5,1,0.2,"level 4"
"3013","chesspopper88",5,1,0.2,"level 4"
"3413","cowcowcuw123",5,1,0.2,"level 4"
"1013","mtnmcallister",6,1,0.166666666666667,"level 4"
"1414","tengiz12",6,1,0.166666666666667,"level 4"
"1104","adenildo",3,0,0,"level 4"
"1014","ataozguner",3,0,0,"level 4"
"1114","bauss54",3,0,0,"level 4"
"1214","beamall",6,0,0,"level 4"
"1813","booker13",3,0,0,"level 4"
"2013","brodski",3,0,0,"level 4"
"2913","chessninja6",4,0,0,"level 4"
"4613","erdene123",4,0,0,"level 4"
"488","eyeangel2",3,0,0,"level 4"
"543","gagomanuk71",3,0,0,"level 4"
"573","grigorich",4,0,0,"level 4"
"593","hamedbriki",3,0,0,"level 4"
"603","handenursa",3,0,0,"level 4"
"623","hugomazochi",3,0,0,"level 4"
"662","jatekos",3,0,0,"level 4"
"672","karenesteves2",3,0,0,"level 4"
"702","kgbird",3,0,0,"level 4"
"714","kijek",3,0,0,"level 4"
"822","mahmoud-0",5,0,0,"level 4"
"832","majid141",3,0,0,"level 4"
"962","mn8",4,0,0,"level 4"
"972","mohmohcom2",3,0,0,"level 4"
"992","morcus",3,0,0,"level 4"
"1052","nolp",4,0,0,"level 4"
"1062","nuhbek",3,0,0,"level 4"
"1352","soosi98",3,0,0,"level 4"
"1372","soultego",3,0,0,"level 4"
"1442","tomerari",3,0,0,"level 4"
"1502","trexchess",4,0,0,"level 4"
"1514","tunisinov",3,0,0,"level 4"
"1562","vanitasmarilyn",3,0,0,"level 4"
"1622","ya_boy_agent",3,0,0,"level 4"
"489","chess-stat",3,3,1,"level 5"
"516","chessninja48",3,3,1,"level 5"
"616","ewigestalent",4,4,1,"level 5"
"1215","lupanama",8,8,1,"level 5"
"1615","teatime007",4,4,1,"level 5"
"1814","titlekiller",3,3,1,"level 5"
"1115","lance5500",24,18,0.75,"level 5"
"1105","amir2002zzz",3,2,0.666666666666667,"level 5"
"815","fedai",3,2,0.666666666666667,"level 5"
"1015","kazan_master",3,2,0.666666666666667,"level 5"
"1315","rajuppi",9,6,0.666666666666667,"level 5"
"1415","schachmalanders",3,2,0.666666666666667,"level 5"
"1914","yellowdragoon",3,2,0.666666666666667,"level 5"
"2104","aswer",4,2,0.5,"level 5"
"715","fairygirl",4,2,0.5,"level 5"
"1515","sparklehorse",4,2,0.5,"level 5"
"1714","thelordoftheboard",5,2,0.4,"level 5"
"915","jerusseust",3,1,0.333333333333333,"level 5"
"3104","atrophied",3,0,0,"level 5"
